gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000029364	362	206	275	579	491	406	784	819	896
ENSG00000029534	61	51	56	77	86	101	175	203	230
ENSG00000029559	0	0	0	2	0	0	2	9	3
ENSG00000029639	397	405	358	537	656	602	728	1211	1354
ENSG00000029725	1866	1765	1843	3653	3552	3406	4886	6686	7298
ENSG00000029993	1587	1354	1321	2599	3074	2887	3710	5125	5761
ENSG00000030066	1361	1018	1174	2451	2444	2166	3468	4211	4350
ENSG00000030110	61	54	48	88	105	90	156	173	182
ENSG00000030304	0	1	0	2	0	3	1	1	0
ENSG00000030419	105	100	75	188	218	194	258	311	320
ENSG00000030582	71	54	55	83	85	89	169	150	190
ENSG00000031003	713	609	585	1357	1348	1252	1553	2417	2298
ENSG00000031081	28	21	17	69	38	55	77	103	112
ENSG00000031544	3	0	1	6	1	2	6	3	14
ENSG00000031691	185	247	189	323	455	362	428	783	690
ENSG00000031698	2214	2170	2065	3682	3436	3345	5561	6685	6994
ENSG00000031823	366	299	259	464	452	450	766	828	905
ENSG00000032219	351	308	330	719	842	669	804	1257	1299
ENSG00000032389	69	73	71	96	114	119	168	187	227
ENSG00000032444	38	23	17	27	25	43	61	67	83
ENSG00000032742	73	82	72	138	159	163	154	278	237
ENSG00000033011	91	45	50	113	102	101	227	198	175
ENSG00000033030	308	274	279	541	659	515	783	1006	976
ENSG00000033050	954	753	714	1205	1319	1370	1950	2504	2524
ENSG00000033100	79	85	98	159	151	154	244	295	335
ENSG00000033122	2	2	2	1	0	1	8	4	10
ENSG00000033170	230	200	173	456	403	358	543	683	738
ENSG00000033178	1677	1332	1259	2527	2776	2364	3176	4713	4769
ENSG00000033327	103	67	67	142	87	108	186	202	249
ENSG00000033627	567	487	527	1088	974	1009	1642	1934	1995
ENSG00000033800	326	248	305	550	595	481	618	955	922
ENSG00000033867	490	428	455	848	895	775	1020	1409	1525
ENSG00000034053	91	68	72	109	83	111	197	232	257
ENSG00000034063	467	418	315	579	689	616	916	986	1147
ENSG00000034152	60	32	42	53	58	57	126	128	141
ENSG00000034239	1	1	1	0	2	0	2	5	8
ENSG00000034510	739	464	465	1146	1015	1021	2007	1895	1948
ENSG00000034533	98	101	108	253	223	181	295	387	351
ENSG00000034677	279	151	239	498	442	370	559	731	794
ENSG00000034693	290	224	247	468	522	442	732	918	920
ENSG00000034713	698	571	387	995	1047	864	1153	1763	1804
ENSG00000034971	0	0	0	1	0	0	1	0	0
ENSG00000035115	73	57	66	144	154	107	169	193	195
ENSG00000035141	846	762	644	1171	1343	1071	1562	2370	2548
ENSG00000035403	714	656	658	1179	1196	1061	1668	2130	2452
ENSG00000035499	121	87	97	293	301	217	449	488	451
ENSG00000035664	14	4	4	14	13	10	25	12	32
ENSG00000035681	260	254	281	497	470	424	631	855	877
ENSG00000035687	1429	1141	1152	2033	2081	1785	2472	4191	4171
ENSG00000035720	2	0	2	5	4	6	3	9	6
ENSG00000035862	74	63	51	118	118	133	206	198	260
ENSG00000035928	810	761	812	1395	1745	1554	1887	2538	2746
ENSG00000036054	450	380	355	834	930	826	1020	1428	1377
ENSG00000036257	1486	1271	1270	2119	2805	2664	3054	4602	4889
ENSG00000036448	57	34	61	66	70	76	117	125	154
ENSG00000036473	0	0	2	1	1	0	0	0	3
ENSG00000036530	3	7	8	18	17	15	22	23	27
ENSG00000036549	1869	1618	1729	2766	3140	2773	3433	5320	5342
ENSG00000036565	0	0	0	0	0	0	2	0	0
ENSG00000036672	42	27	25	53	57	61	132	124	130
ENSG00000036828	0	0	0	0	0	1	0	0	0
ENSG00000037042	12	8	13	34	33	29	39	43	54
ENSG00000037241	369	396	322	548	592	516	738	1052	1219
ENSG00000037280	89	53	50	95	85	104	211	177	219
ENSG00000037474	689	526	641	1148	1280	1328	1993	2316	2626
ENSG00000037637	186	164	136	285	300	246	462	574	622
ENSG00000037749	292	180	288	659	686	492	777	1045	1002
ENSG00000037757	301	249	262	412	480	508	769	945	1119
ENSG00000037897	38	17	15	47	34	37	75	93	80
ENSG00000037965	22	27	41	81	82	86	115	112	129
ENSG00000038002	98	111	118	193	226	188	261	339	337
ENSG00000038210	359	299	276	562	645	548	702	1030	1024
ENSG00000038219	1262	1051	1303	2386	2565	2526	2836	4297	4377
ENSG00000038274	476	345	330	745	780	597	979	1217	1321
ENSG00000038295	34	28	25	61	78	62	72	82	123
ENSG00000038358	88	60	87	133	141	120	238	214	289
ENSG00000038382	426	386	459	732	613	656	1229	1348	1447
ENSG00000038427	1358	1092	1415	2495	2282	2332	2636	4077	4317
ENSG00000038532	166	137	157	259	282	294	396	494	610
ENSG00000038945	2	5	2	3	6	4	8	10	8
ENSG00000039068	42	24	26	36	42	36	78	82	98
ENSG00000039123	1647	1325	1322	2711	2845	2646	3424	4938	4659
ENSG00000039139	9	4	4	14	13	12	17	24	23
ENSG00000039319	1100	828	994	1951	2023	1697	2153	3259	3305
ENSG00000039523	86	72	50	108	93	118	161	186	224
ENSG00000039537	0	0	0	3	0	1	2	3	2
ENSG00000039560	870	838	776	1475	1477	1449	2179	2794	3137
ENSG00000039600	1	3	0	2	7	8	7	9	17
ENSG00000039650	70	64	52	88	88	89	127	151	199
ENSG00000039987	1	0	0	1	2	4	3	6	4
ENSG00000040199	244	196	279	581	625	494	803	947	1062
ENSG00000040275	1680	1615	1726	3249	3925	3434	3989	6284	6671
ENSG00000040341	284	264	268	515	560	490	724	926	879
ENSG00000040487	14	4	12	15	21	29	44	38	32
ENSG00000040531	44	28	31	51	48	42	66	86	103
ENSG00000040608	9	8	10	11	12	14	16	39	23
ENSG00000040633	121	111	114	179	186	175	305	337	371
ENSG00000040731	5	5	5	9	10	8	18	17	22
ENSG00000040933	198	193	183	311	347	313	456	545	638
ENSG00000041353	5	11	5	9	11	9	15	24	19
ENSG00000041357	1810	2061	1976	3625	4592	3835	3894	6767	6730
ENSG00000041515	1	0	0	0	1	5	3	2	3
ENSG00000041802	321	373	336	663	709	669	1033	1233	1227
ENSG00000041880	52	32	43	96	71	83	108	162	152
ENSG00000041982	8	5	14	24	15	26	48	33	33
ENSG00000041988	26	23	12	37	25	26	45	49	51
ENSG00000042062	0	0	0	0	0	1	1	3	1
ENSG00000042088	119	112	132	257	257	225	416	536	562
ENSG00000042286	59	52	48	64	91	102	169	243	267
ENSG00000042304	0	0	0	0	0	0	0	0	0
ENSG00000042317	94	87	78	185	168	158	186	316	326
ENSG00000042429	333	268	298	618	691	569	888	993	1075
ENSG00000042445	64	33	60	86	93	65	142	132	147
ENSG00000042493	6	10	4	11	12	6	27	23	20
ENSG00000042753	134	89	70	150	149	146	235	224	268
ENSG00000042781	1	1	2	4	5	3	19	8	12
ENSG00000042813	0	0	0	0	0	0	1	1	0
ENSG00000042832	1	0	2	2	3	1	4	2	2
ENSG00000042980	0	0	0	0	1	0	3	2	3
ENSG00000043039	2	4	5	2	5	9	15	12	12
ENSG00000043093	412	406	316	791	958	717	844	1265	1359
ENSG00000043143	29	19	13	38	29	41	63	66	73
ENSG00000043355	293	216	218	455	630	641	751	797	972
ENSG00000043462	1	0	1	1	1	2	1	2	2
ENSG00000043514	205	167	170	382	381	315	528	681	674
ENSG00000043591	2	1	4	10	12	15	19	25	18
ENSG00000044012	0	0	0	0	0	0	0	0	0
ENSG00000044090	119	74	73	161	111	133	238	285	287
ENSG00000044115	905	712	688	1284	1292	1330	2110	2308	2493
ENSG00000044446	98	56	89	162	137	154	286	307	284
ENSG00000044459	383	355	465	740	822	792	803	1377	1363
ENSG00000044524	124	79	101	175	191	135	187	278	230
ENSG00000044574	2350	1918	2163	3896	4668	4483	6364	7617	8312
ENSG00000046604	2040	1817	1790	2753	3375	3368	3739	5447	5891
ENSG00000046647	52	52	66	160	111	125	176	192	193
ENSG00000046651	432	367	487	744	788	749	849	1334	1373
ENSG00000046653	162	121	74	256	247	170	286	392	398
ENSG00000046774	8	10	10	30	29	8	43	50	45
ENSG00000046889	82	90	93	182	184	166	201	247	286
ENSG00000047056	72	68	54	132	127	144	233	271	270
ENSG00000047188	843	659	819	1524	1559	1377	1868	2667	2676
ENSG00000047230	256	215	211	362	379	358	541	660	784
ENSG00000047249	166	134	136	288	282	235	417	495	463
ENSG00000047315	2966	2468	2734	5537	5331	4704	7124	9618	10238
ENSG00000047346	101	99	77	219	213	215	219	402	289
ENSG00000047365	205	187	202	325	329	278	379	576	574
ENSG00000047410	5894	5730	6390	12102	12959	12441	15052	22410	22845
ENSG00000047457	0	1	3	0	4	1	2	1	5
ENSG00000047578	46	53	54	100	108	98	189	189	236
ENSG00000047579	317	284	251	472	462	512	721	1133	1065
ENSG00000047597	50	73	60	115	120	123	200	224	239
ENSG00000047617	3	7	2	3	5	5	14	10	22
ENSG00000047621	579	455	479	1007	1176	926	1449	1991	1980
ENSG00000047634	543	374	329	744	704	581	921	1057	1227
ENSG00000047644	2	4	0	5	1	2	6	3	5
ENSG00000047648	0	0	0	1	0	0	5	6	5
ENSG00000047662	3	17	7	15	6	14	20	33	41
ENSG00000047849	836	700	815	1398	1433	1504	2440	2666	2970
ENSG00000047932	643	552	553	1027	1180	944	1233	1804	1791
ENSG00000047936	0	1	1	7	0	5	6	7	4
ENSG00000048028	508	409	396	696	778	737	991	1334	1431
ENSG00000048052	36	28	21	62	40	52	74	110	63
ENSG00000048140	77	49	44	83	115	80	203	173	170
ENSG00000048162	234	201	210	418	454	399	522	757	830
ENSG00000048342	130	113	128	252	271	231	306	404	421
ENSG00000048392	925	785	706	1311	1323	999	1511	2385	2505
ENSG00000048405	201	161	192	346	402	368	373	557	499
ENSG00000048462	1	0	0	0	0	0	1	0	1
ENSG00000048471	91	54	89	162	161	160	252	269	308
ENSG00000048540	17	11	12	35	34	34	40	61	48
ENSG00000048544	302	270	218	424	482	409	457	834	816
ENSG00000048545	0	0	0	0	0	0	1	0	0
ENSG00000048649	1306	1119	1122	2170	2344	2178	2653	3820	4204
ENSG00000048707	641	482	673	1317	1285	1172	1973	2283	2389
ENSG00000048740	143	81	86	126	128	113	203	213	262
ENSG00000048828	722	537	601	1104	1177	1115	1733	1933	2129
ENSG00000048991	922	942	925	1692	1981	1855	2237	3477	3675
ENSG00000049089	4	2	1	3	4	2	4	3	3
ENSG00000049130	304	209	222	446	453	390	474	728	714
ENSG00000049167	312	304	264	493	523	474	601	875	922
ENSG00000049192	106	70	103	173	180	160	167	305	299
ENSG00000049239	40	44	43	73	80	90	176	151	189
ENSG00000049245	507	307	371	783	727	635	1134	1295	1403
ENSG00000049246	46	61	41	85	92	67	126	163	175
ENSG00000049247	1	1	0	0	1	2	0	7	1
ENSG00000049249	3	3	1	7	5	9	9	8	16
ENSG00000049283	0	0	0	1	0	0	1	5	1
ENSG00000049319	0	1	0	0	1	0	2	0	4
ENSG00000049323	160	120	134	237	250	213	404	481	513
ENSG00000049449	1153	935	903	1496	1785	1454	1829	2769	2917
ENSG00000049540	2	0	1	2	1	4	3	3	6
ENSG00000049541	250	221	199	379	332	320	570	687	699
ENSG00000049618	285	219	270	498	473	508	865	848	968
ENSG00000049656	301	200	285	475	543	498	816	803	890
ENSG00000049759	211	188	168	292	296	256	428	531	592
ENSG00000049768	1	4	2	6	3	4	5	4	16
ENSG00000049769	3	7	6	16	11	8	22	12	12
ENSG00000049860	507	437	393	767	806	749	1094	1306	1239
ENSG00000049883	94	71	104	170	172	137	202	272	297
ENSG00000050030	16	7	8	34	26	36	48	53	45
ENSG00000050130	240	148	164	410	439	331	479	654	700
ENSG00000050165	9	12	12	38	25	20	27	39	44
ENSG00000050327	0	0	0	1	0	0	3	0	1
ENSG00000050344	146	125	130	280	287	227	323	459	473
ENSG00000050393	706	732	614	964	1323	1173	1306	2497	2495
ENSG00000050405	488	387	414	872	916	742	1085	1353	1449
ENSG00000050426	213	131	148	348	305	264	418	507	561
ENSG00000050438	17	17	26	42	43	52	80	67	104
ENSG00000050555	12	8	5	10	8	6	28	13	28
ENSG00000050628	4	3	2	9	7	11	14	20	13
ENSG00000050730	0	1	1	4	2	4	8	5	9
ENSG00000050748	630	534	527	919	942	918	1329	1826	1864
ENSG00000050767	1	1	0	2	0	0	4	3	3
ENSG00000050820	31	8	16	31	28	44	81	53	88
ENSG00000051009	41	30	46	81	85	67	119	128	182
ENSG00000051108	211	174	173	285	372	393	436	529	542
ENSG00000051128	1	3	4	12	3	8	6	10	8
ENSG00000051180	177	116	75	251	216	204	303	476	367
ENSG00000051341	781	765	1007	1870	1872	1773	2246	2992	3064
ENSG00000051382	278	237	252	432	470	480	659	856	925
ENSG00000051523	23	16	6	19	14	23	36	26	38
ENSG00000051596	119	98	99	149	170	89	183	203	267
ENSG00000051620	702	597	504	861	1002	957	1188	1612	1773
ENSG00000051825	1111	932	1085	2084	2359	2128	2607	3726	3751
ENSG00000052126	590	557	614	1070	1168	1184	1283	1994	2101
ENSG00000052344	2	0	1	3	2	1	2	0	2
ENSG00000052723	1239	1140	1019	2252	2578	2175	2730	4062	3975
ENSG00000052749	363	228	271	366	344	373	838	900	969
ENSG00000052795	231	188	213	488	561	492	850	895	998
ENSG00000052802	234	152	179	354	400	308	421	602	559
ENSG00000052841	698	604	694	1303	1184	1180	1711	2260	2384
ENSG00000052850	36	36	38	56	46	39	102	85	110
ENSG00000053108	10	1	7	10	9	11	16	22	23
ENSG00000053254	460	304	341	667	612	576	981	1145	1211
ENSG00000053328	6	10	5	16	13	15	28	30	34
ENSG00000053371	42	32	32	47	73	54	106	103	107
ENSG00000053372	279	259	262	439	513	492	745	808	930
ENSG00000053438	0	0	0	0	0	1	0	0	4
ENSG00000053501	56	55	33	63	65	58	88	99	119
ENSG00000053524	27	17	28	48	50	64	77	101	118
ENSG00000053702	0	1	1	1	0	2	1	3	6
ENSG00000053747	162	84	148	251	225	232	368	394	426
ENSG00000053770	333	289	304	686	752	636	849	1204	1192
ENSG00000053900	593	477	545	1095	1125	977	1368	2122	2072
ENSG00000053918	3	3	1	6	6	2	5	6	3
ENSG00000054116	148	115	109	215	275	206	368	388	436
ENSG00000054118	2043	1972	1910	3183	3333	3268	5398	6814	8062
ENSG00000054148	156	159	98	190	163	171	316	376	368
ENSG00000054179	0	0	0	3	0	1	1	6	1
ENSG00000054219	0	0	0	3	0	0	2	1	3
ENSG00000054267	813	651	720	1585	1776	1626	1647	2613	2600
ENSG00000054277	16	14	11	18	12	11	22	23	19
ENSG00000054282	199	192	241	383	412	392	451	677	744
ENSG00000054356	0	0	0	1	1	2	7	7	2
ENSG00000054392	49	20	31	72	48	47	78	117	112
ENSG00000054523	1172	955	1105	2137	2065	1983	3075	3782	4011
ENSG00000054598	1153	1118	950	2081	2737	2441	2604	4085	4556
ENSG00000054611	74	91	94	149	132	158	199	273	260
ENSG00000054654	1506	1382	1836	3065	2887	2790	3622	4946	5355
ENSG00000054690	138	94	107	222	216	210	366	396	416
ENSG00000054793	327	242	295	498	536	484	876	909	977
ENSG00000054796	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	1	0	1	1	1	0
ENSG00000054938	0	0	0	1	1	2	2	0	2
ENSG00000054965	266	209	220	426	386	364	656	736	855
ENSG00000054967	22	20	17	57	28	42	80	82	82
ENSG00000054983	77	59	51	89	94	87	139	191	190
ENSG00000055044	2167	2161	2390	4814	4999	4624	5922	8770	8868
ENSG00000055070	346	252	250	458	427	453	870	873	947
ENSG00000055118	3	2	3	12	11	10	22	12	23
ENSG00000055130	1349	1249	1210	2304	2497	2066	3089	3951	4463
ENSG00000055147	325	310	289	519	530	410	720	940	934
ENSG00000055163	533	418	449	664	624	686	1099	1393	1554
ENSG00000055208	890	724	752	1621	1581	1415	2065	2855	3249
ENSG00000055211	387	415	338	735	762	645	879	1263	1203
ENSG00000055332	1600	1472	1409	2394	2968	2650	3447	5076	5226
ENSG00000055483	397	263	299	570	552	573	1074	1123	1305
ENSG00000055609	1591	1369	1902	3358	3185	2908	4504	5751	6097
ENSG00000055732	187	130	215	393	404	398	527	645	662
ENSG00000055813	0	0	0	4	2	2	5	2	5
ENSG00000055917	1878	1646	1614	3397	3425	2899	3973	5659	5633
ENSG00000055950	267	210	165	289	344	311	416	508	645
ENSG00000055955	1	1	4	4	8	6	7	15	25
ENSG00000055957	0	0	0	1	0	0	1	2	1
ENSG00000056050	330	409	252	538	626	602	633	1087	1056
ENSG00000056097	1632	1415	1369	2639	2541	2359	3159	4578	4729
ENSG00000056277	467	414	416	855	1033	901	1040	1613	1678
ENSG00000056291	0	2	1	2	2	7	9	7	8
ENSG00000056487	39	18	42	54	52	57	105	101	126
ENSG00000056558	26	16	20	54	39	37	74	69	84
ENSG00000056586	1807	1398	1448	3419	3269	2663	4460	5559	5875
ENSG00000056661	148	98	88	168	169	195	265	328	325
ENSG00000056678	0	0	0	0	0	0	0	0	0
ENSG00000056736	35	26	13	66	69	58	106	115	104
ENSG00000056972	32	32	34	50	55	68	97	106	95
ENSG00000056998	95	77	96	171	160	152	243	295	289
ENSG00000057019	618	475	538	1072	1267	1073	1335	1830	1894
ENSG00000057149	0	0	0	0	0	0	0	0	1
ENSG00000057252	607	476	499	1073	1195	1054	1460	1965	2116
ENSG00000057294	327	302	329	490	604	559	915	1154	1242
ENSG00000057468	21	25	23	47	51	48	43	78	76
ENSG00000057593	0	0	5	3	3	3	2	2	4
ENSG00000057608	2740	2368	2160	4406	4655	3928	5955	7932	8710
ENSG00000057657	12	3	3	12	6	10	6	21	20
ENSG00000057663	264	271	232	450	548	508	650	873	806
ENSG00000057704	45	58	60	99	97	96	143	169	178
ENSG00000057757	271	256	260	411	412	362	639	746	908
ENSG00000057935	480	421	401	761	779	708	942	1389	1341
ENSG00000058056	335	306	295	512	613	573	847	1032	1217
ENSG00000058063	493	440	435	964	1003	730	1094	1573	1605
ENSG00000058085	19	10	8	22	20	17	45	39	44
ENSG00000058091	176	130	150	348	353	267	424	536	572
ENSG00000058262	787	489	620	1199	1220	1118	2383	2176	2489
ENSG00000058272	1084	966	998	1988	1998	1838	2558	3473	3654
ENSG00000058335	2	2	2	1	0	3	9	1	1
ENSG00000058404	42	20	19	41	32	39	87	69	72
ENSG00000058453	39	27	11	33	35	32	52	70	73
ENSG00000058600	342	267	285	462	513	463	728	952	1008
ENSG00000058668	425	378	404	861	803	783	1352	1626	1785
ENSG00000058673	1042	725	824	1852	1667	1513	2148	2703	2967
ENSG00000058729	482	385	388	701	697	643	938	1388	1347
ENSG00000058799	64	58	44	91	77	68	131	167	190
ENSG00000058804	1463	1085	1197	2483	2554	2026	3383	4306	4324
ENSG00000058866	2	0	1	2	2	1	7	5	8
ENSG00000059122	43	35	45	85	71	70	111	125	150
ENSG00000059145	77	69	58	94	144	133	169	215	282
ENSG00000059377	7	5	3	19	15	15	21	29	39
ENSG00000059378	1	0	0	1	0	2	1	6	4
ENSG00000059573	1345	963	1033	1498	1563	1513	2746	3163	3550
ENSG00000059588	528	366	445	971	902	885	1359	1617	1702
ENSG00000059691	286	227	177	455	341	318	576	662	753
ENSG00000059728	66	56	67	123	118	107	153	175	208
ENSG00000059758	238	234	222	456	488	454	567	852	797
ENSG00000059769	154	117	128	266	331	335	322	515	548
ENSG00000059804	286	251	146	399	219	207	352	448	453
ENSG00000059915	4	3	4	2	5	7	8	3	11
ENSG00000060069	57	34	34	73	49	70	121	124	151
ENSG00000060138	4892	3985	3607	6941	7893	7970	11882	14109	14775
ENSG00000060140	3	3	2	11	10	4	19	16	25
ENSG00000060237	1510	1421	1564	2781	2708	2710	4166	5153	5694
ENSG00000060303	0	1	0	0	2	1	1	5	2
ENSG00000060339	2018	1788	1924	4146	4758	4733	5480	8042	8585
ENSG00000060491	54	47	35	52	66	73	111	119	132
ENSG00000060558	1	0	0	0	0	1	0	3	0
ENSG00000060566	0	0	0	2	0	1	3	2	3
ENSG00000060642	65	50	46	72	84	73	87	152	168
ENSG00000060656	148	87	101	167	156	173	334	302	372
ENSG00000060688	692	511	522	988	1069	913	1411	1747	1824
ENSG00000060709	0	0	0	0	2	2	5	1	2
ENSG00000060718	2	2	12	11	13	14	16	13	37
ENSG00000060749	1687	1583	1844	3654	3937	3582	4833	6867	7157
ENSG00000060762	144	116	125	186	287	227	316	416	467
ENSG00000060971	120	83	96	180	189	174	266	341	328
ENSG00000060982	2280	1918	1788	3493	3743	3180	4662	6320	6544
ENSG00000061273	26	22	28	48	55	48	86	84	109
ENSG00000061337	4	2	1	0	3	4	2	2	5
ENSG00000061455	126	72	102	190	228	216	238	354	363
ENSG00000061492	0	0	0	0	0	0	0	0	4
ENSG00000061656	1	2	3	1	3	7	7	3	11
ENSG00000061676	1616	1198	1297	2719	2926	2499	3545	4806	4847
ENSG00000061794	538	438	380	884	892	767	1088	1399	1470
ENSG00000061918	125	114	144	281	279	215	437	490	545
ENSG00000061936	410	354	404	799	823	826	1219	1653	1776
ENSG00000061938	17	29	21	50	34	45	46	64	91
ENSG00000061987	657	608	656	1307	1257	1171	1448	2074	2070
ENSG00000062038	12	18	21	25	32	39	53	74	97
ENSG00000062096	0	0	0	0	0	0	1	0	0
ENSG00000062194	1832	1706	1657	3193	3454	2685	3723	5382	5673
ENSG00000062282	8	3	3	6	9	8	24	22	22
ENSG00000062370	127	90	120	265	269	209	254	408	436
ENSG00000062485	873	703	652	1049	1230	1181	1846	2025	2313
ENSG00000062524	6	2	2	4	2	4	5	5	3
ENSG00000062582	4	6	12	12	24	23	29	25	33
ENSG00000062598	115	65	63	137	156	134	194	235	275
ENSG00000062650	1618	1224	1240	2284	2622	2346	3232	4488	4795
ENSG00000062716	756	678	596	1050	1135	1067	1516	2168	2319
ENSG00000062725	641	557	557	1169	1177	1036	1579	2259	2223
ENSG00000062822	77	50	44	82	68	62	121	137	125
ENSG00000063015	0	1	0	1	0	2	1	3	1
ENSG00000063046	8087	6472	5821	11867	11587	9401	16271	20892	22718
ENSG00000063127	5	1	9	14	10	11	23	30	46
ENSG00000063169	18	16	14	49	33	37	54	61	64
ENSG00000063176	44	51	64	97	53	88	136	192	164
ENSG00000063177	1333	937	841	1194	1231	1298	1806	2280	2293
ENSG00000063180	103	80	54	126	125	142	191	232	272
ENSG00000063241	34	28	36	47	60	67	107	91	104
ENSG00000063244	534	342	359	710	634	626	1246	1188	1365
ENSG00000063245	74	53	52	83	73	83	160	159	188
ENSG00000063322	289	261	202	463	525	504	713	996	1039
ENSG00000063438	32	40	18	63	56	62	68	117	105
ENSG00000063515	0	0	0	0	0	0	0	0	0
ENSG00000063587	219	178	214	380	362	341	608	774	749
ENSG00000063601	750	585	512	1173	1045	1019	1607	2153	2393
ENSG00000063660	12	7	13	29	32	36	50	58	57
ENSG00000063761	23	14	33	38	48	48	85	102	83
ENSG00000063854	89	64	54	115	103	86	167	207	199
ENSG00000063978	179	158	141	333	326	304	507	469	583
ENSG00000064012	83	111	114	202	306	241	277	365	368
ENSG00000064042	123	106	98	205	168	181	285	358	344
ENSG00000064102	748	661	599	1152	1248	1036	1391	2006	2056
ENSG00000064115	526	407	477	921	870	815	1535	1697	1782
ENSG00000064195	0	1	0	0	1	5	3	3	2
ENSG00000064199	96	146	114	226	273	266	273	419	386
ENSG00000064201	0	0	0	0	0	0	0	0	0
ENSG00000064205	0	0	0	5	0	0	4	4	0
ENSG00000064218	0	0	0	0	3	3	4	3	2
ENSG00000064225	104	49	72	148	172	122	186	266	236
ENSG00000064270	0	0	0	2	1	1	3	4	4
ENSG00000064300	1	1	5	10	7	5	14	8	8
ENSG00000064309	139	97	151	215	236	239	365	383	465
ENSG00000064313	808	586	683	1498	1326	1126	1933	2525	2622
ENSG00000064393	663	576	700	1388	1323	1298	2322	2525	2847
ENSG00000064419	412	357	446	799	905	837	1431	1430	1511
ENSG00000064489	1	0	1	2	4	3	1	3	0
ENSG00000064490	81	30	48	79	60	56	107	132	118
ENSG00000064545	47	29	27	57	50	50	94	98	79
ENSG00000064547	6	6	1	3	11	7	7	11	15
ENSG00000064601	75	52	55	110	97	119	210	200	255
ENSG00000064607	555	502	513	867	766	840	1351	1555	1787
ENSG00000064651	715	522	634	1208	1277	1083	1498	2227	2202
ENSG00000064652	87	45	59	96	123	85	135	213	214
ENSG00000064655	60	35	36	56	69	76	107	102	129
ENSG00000064666	74	50	33	92	78	77	124	128	148
ENSG00000064687	15	3	12	18	13	10	38	24	39
ENSG00000064692	19	6	19	26	33	35	57	68	90
ENSG00000064703	1340	1161	1054	2277	2196	1761	3287	4206	4261
ENSG00000064726	2308	1849	1552	3590	3670	3103	4804	6696	6946
ENSG00000064763	402	293	349	592	625	553	698	1019	992
ENSG00000064787	16	7	12	11	11	13	34	25	50
ENSG00000064835	0	0	0	0	3	0	0	0	2
ENSG00000064886	2	0	0	3	0	0	1	2	3
ENSG00000064932	35	32	45	45	31	42	78	94	118
ENSG00000064933	450	349	383	651	787	762	741	1381	1251
ENSG00000064961	353	325	250	473	462	527	819	886	1048
ENSG00000064989	16	16	18	37	36	18	57	57	66
ENSG00000064995	278	179	180	357	440	391	578	750	854
ENSG00000064999	155	149	146	286	306	274	478	489	530
ENSG00000065000	886	857	819	1473	1773	1962	2594	3082	3254
ENSG00000065029	48	33	46	70	58	60	124	116	142
ENSG00000065054	145	153	108	319	309	353	556	741	754
ENSG00000065057	7	8	3	17	9	6	29	28	23
ENSG00000065060	467	380	424	703	817	696	1239	1427	1641
ENSG00000065135	1979	1576	1474	3064	3358	2770	3906	5617	5295
ENSG00000065150	6725	5659	4982	8407	8160	7059	10444	13636	14323
ENSG00000065154	1265	1129	1099	1970	2075	1736	2611	3833	4283
ENSG00000065183	1432	1250	1402	2876	2782	2361	4465	5400	5820
ENSG00000065243	1370	1043	1131	2346	2479	2101	2921	3933	4332
ENSG00000065268	7	12	11	10	20	15	34	37	39
ENSG00000065308	55	39	39	114	112	97	199	190	225
ENSG00000065320	34	20	44	61	48	50	114	108	105
ENSG00000065325	0	0	0	0	1	1	1	1	1
ENSG00000065328	788	688	706	1370	1257	1182	1941	2318	2437
ENSG00000065357	29	26	46	66	71	76	99	131	139
ENSG00000065361	69	38	46	90	109	103	154	180	186
ENSG00000065371	0	0	0	0	0	0	2	1	1
ENSG00000065413	34	24	27	52	63	33	62	83	82
ENSG00000065427	1158	828	879	1730	1618	1344	2412	2867	2986
ENSG00000065457	86	50	101	167	173	132	285	313	293
ENSG00000065485	116	94	90	152	157	177	294	233	331
ENSG00000065491	59	64	46	94	89	107	140	186	213
ENSG00000065518	126	97	72	182	190	188	266	309	304
ENSG00000065526	2869	3034	3564	5529	5961	5567	7939	10508	12073
ENSG00000065534	63	53	53	115	128	122	193	220	263
ENSG00000065548	1895	1888	1810	4128	4863	3903	4481	6782	6816
